PCA_0,PCA_1,targets
0.07391768874810811,0.1433895858614482,0
-0.3354656243966012,-0.46064918594813103,1
-0.49099282352995105,-0.07495048470327212,1
-0.4867909489420485,0.23359266164824577,1
-0.45247375267576645,0.4090291882955756,1
-0.14029634739297106,0.4915951269860936,1
-0.4964805146353812,0.19922568621573028,1
0.478344771721159,-0.04722406397623694,0
-0.5217664115646756,0.009845324450081433,1
-0.5051911674832296,-0.1210789706892755,1
0.5464961858708537,-0.011351806458608024,0
0.4224371872612726,-0.05312242622714342,0
0.5186041157186128,0.018061853551901614,0
0.34593517744461555,0.05904030286810829,0
-0.3983591744358321,-0.5163611508665602,1
-0.225231746608861,-0.46867886841705253,1
0.2953557971181108,0.07684266546801276,0
0.444331702558983,-0.01911836391719925,0
-0.34840136701764157,-0.4998684501079247,1
0.4557260060490908,0.0003612801026335089,0
-0.49476668510822913,0.20187191021187528,1
-0.44243068239624833,-0.42568549426795393,1
-0.14010008230374404,0.45607532403160433,1
-0.43249990202725996,0.4720020118543831,1
-0.4892330425674515,0.28245709907873523,1
0.33717398450604064,0.07575963469971096,0
0.5015320362970536,0.027817296375019132,0
0.4005192745517794,-0.08004312664746378,0
-0.5311664310084782,-0.00480724162401845,1
-0.4841124234680769,-0.16432145346709037,1
-0.19962880362319793,0.4934193438905867,1
-0.29397260004544673,0.43727178200235584,1
-0.523031092074178,0.05214413703195124,1
-0.31803600603440374,0.5365169255977857,1
-0.30600287762833944,-0.4308281247614879,1
0.5849914009465094,-0.05320015772087229,0
0.48632672381372105,-0.011899860552134343,0
0.389549627572269,0.0011654193333295727,0
-0.31735025230406655,-0.525314229568982,1
0.42922047071417074,-0.02936796245722827,0
0.2841401720471381,-0.015142676218626458,0
-0.4820705486734258,0.17928220340642836,1
0.44645675176843375,0.005890133061899482,0
0.3606223523153218,-0.011441131725179169,0
-0.39865759496955205,0.4973642837566391,1
0.3842554849628961,0.015425410049722544,0
-0.39486922926060586,-0.3680360929770484,1
0.23000148070221169,0.16075517423220623,0
-0.447313473099857,0.3608109335698824,1
-0.3702287158037443,0.5060933781108148,1
0.4225251713511087,-0.07649854270396167,0
-0.4887846145280921,0.1849186042293797,1
-0.4630134012600756,-0.2268549512810365,1
-0.46635329152996624,0.15733338628297464,1
0.4820895667850221,-0.06765235126224804,0
-0.3457578705041596,0.5230010723205656,1
0.3484642296684041,0.05401638401794971,0
0.5190442927995396,-0.055420019257227345,0
-0.2157012261729992,-0.4641273761344034,1
0.55280461493125,0.018583526496371683,0
-0.34806005327410544,-0.5573310114128989,1
0.45066730961809187,0.09515001777713318,0
-0.4094000232262068,-0.3785875417431922,1
-0.489527342405828,0.10453487798586984,1
0.5205276084953964,-0.019413005532565496,0
-0.23968406176938878,-0.4128221958747163,1
-0.465146385580659,0.11782829472934661,1
-0.3312833248554531,-0.5166710562161655,1
-0.4690011196054143,-0.06193748303444272,1
-0.4689923591152012,0.24359901408572,1
-0.47950196542403145,-0.27067350311427213,1
0.5079105615126649,0.05063836232269034,0
-0.221245799107646,0.5556282619765875,1
-0.15760435892414837,-0.2607770236810935,1
0.5443190911220348,-0.1999641721490674,0
0.5201438886597953,-0.027217956277333293,0
0.5051241060756053,-0.012795799584129509,0
-0.26975719032186773,0.5459654073580194,1
0.5348173866160251,0.03551298231339349,0
0.5321161289095026,-0.028161286893912906,0
-0.38348285753957945,-0.5291134700456401,1
0.5073886112010683,-0.070678269686912,0
-0.3928266994087515,-0.4936704814927288,1
0.3804432466243212,0.0028617597618477595,0
-0.3917384722837046,-0.41848813328665607,1
0.32323774852514925,0.13724742376118285,0
0.5091769176160059,-0.0818589644362486,0
-0.21960425435729433,0.5460350763769509,1
-0.26816418866946035,0.5205205973477621,1
0.34975820990467177,0.03690567483990113,0
-0.4053350156226692,-0.4099032221146128,1
-0.4725379947700056,-0.25031155551973994,1
-0.45579110105051324,-0.20488499133841787,1
-0.34503262375807753,0.565895596362367,1
0.328349969828747,0.16912518777940638,0
-0.005636909161059514,-0.1747990208845988,1
0.40685286524022496,0.041759791025844366,0
0.40109541097778273,-0.014547237656140756,0
0.4584784291799887,0.022848678919560206,0
0.5348118997695623,-0.048696562375139224,0
0.4189391662533655,-0.08367911904107082,0
-0.17558968691439306,-0.4859655378593196,1
-0.4249904129590951,-0.4513274982687422,1
0.5716946297086002,-0.024972494258768938,0
0.443713262242324,0.04036086578311996,0
0.4232833105489031,-0.05132533782015234,0
-0.4018528506199949,-0.5134139796571856,1
-0.31417765314026447,-0.48294112628097596,1
0.3548731527763025,0.07481553407869548,0
0.1315328558567026,0.06111091868508994,0
-0.07536119021281305,-0.4199644195860048,1
0.3698953380715146,0.10375549737783445,0
-0.3168629839217663,0.564730981500974,1
0.3538350803449893,0.012964817167991952,0
0.28438111389372184,-0.07836908146190988,0
0.5623236770218084,-0.09331385565583471,0
0.4051331263907599,-0.10403124924403165,0
-0.15371277070725647,-0.4269812550507689,1
0.5780344349818005,-0.0038840648533634437,0
0.34459321568005896,0.00511768909180911,0
-0.3184137275407716,-0.5544804509897423,1
0.37573177920323403,0.08546265360461906,0
0.34679362229694055,0.008444557857615878,0
-0.43325352004734197,-0.30218722032969736,1
-0.49614466073671637,-0.2099639360502609,1
-0.471543160500768,-0.20135108784939362,1
-0.22435517782526634,-0.5355150171093556,1
0.30791204057889554,-0.030412083021413863,0
-0.3456214579889653,0.5115680250395671,1
0.44198205774769783,-0.06692514826024447,0
-0.44875869601421053,-0.19191973071935167,1
0.44889833593274864,-0.06753659322180144,0
-0.3770037155091058,-0.3757265048227358,1
0.3772709779314431,0.008341595381658854,0
0.4690420215597574,-0.01888270881221495,0
0.5540378537480635,-0.008993334567553858,0
-0.3943008561753994,-0.5108267480235014,1
0.44054508497739536,-0.018810861952761167,0
-0.41048232234717036,-0.5172411369888898,1
-0.3701310042403526,0.463750996649882,1
-0.5201500534194679,0.09456684043127911,1
-0.453458012778544,0.3948362971737367,1
-0.3163779210262426,-0.5559116638760387,1
-0.2844665617726753,-0.5675358010040032,1
-0.42634812166361136,-0.4718690701595196,1
0.34368731093456245,-0.058212810301308954,0
0.1969201003889153,-0.018166155647006268,0
-0.3473024206350069,-0.454705669974596,1
-0.4121155090963201,-0.46870399574058547,1
-0.45360904268497004,0.3368624499284255,1
-0.33196732311392907,0.5520698906785747,1
0.5060682897921313,0.010063316787326596,0
-0.4892636781175097,-0.08199279292010755,1
0.41712818608426955,0.04076942480444826,0
-0.23593098040533372,-0.4847353469942172,1
-0.38095857253014653,-0.36867932614276316,1
-0.4245409269942467,-0.492870471029419,1
0.4306576442713224,0.042750098276909364,0
-0.30317551580451224,-0.522494793720194,1
-0.3334619557883757,-0.514408217960869,1
0.4403382769947332,0.0053109194510690665,0
-0.3481517047487841,-0.5316947682202898,1
0.5024690987334138,-0.0988105833418654,0
-0.3668067263078187,0.3177109407056704,1
0.4541339006442736,0.056568035037142965,0
-0.45676929440922714,0.04481217343924429,1
-0.26327695269143314,0.49166518633637446,1
0.4713490248481571,0.014854932180404096,0
0.4179139512955472,-0.021110636187862665,0
-0.4692562673634618,-0.04822986302158243,1
-0.40772783415445085,0.3076566514524828,1
-0.4257506283381654,-0.08410858780337113,1
-0.47753741107395964,-0.20538647458651182,1
0.35875212771223197,0.0593659446862552,0
-0.4874799715644013,0.3148225234081126,1
-0.08493376589119321,-0.1743361539941458,1
0.2958849805298926,0.1146562289387446,0
0.4488800250546952,-0.03249978818509442,0
-0.3395793370901007,0.5044079495794288,1
-0.3485172791226639,-0.5138404273792296,1
-0.15535472876992476,0.4494493402364279,1
0.3761433888429375,0.006975439109702699,0
0.5204274160671649,-0.012946629201845587,0
-0.33641556389292854,0.5607336875470705,1
0.44128346281170006,0.0331404885631126,0
-0.3277934240508377,-0.52740725189761,1
0.0036332922709656004,0.30326318044632933,1
0.48710428950443313,-0.005773709807752944,0
-0.4513321774312003,-0.10408755408926737,1
0.5389332427295989,-0.053628035057340546,0
0.053897960613364444,0.03097964099037863,0
-0.48974368927837963,-0.13951936454653477,1
0.5360752438564834,-0.046681267635274255,0
-0.49111362263943065,-0.28505891030398867,1
0.3759240370904486,-0.05932363856944086,0
-0.43479422159920356,-0.029308737439881095,1
0.561674270019647,-0.0708122953877367,0
0.45312576077929057,0.013069201393689254,0
-0.17951325563638187,0.08435740020528949,1
0.5120270880605984,-0.011348600582592993,0
-0.5062369585139682,-0.18348924049942184,1
0.18276799264608723,0.2379625878350149,0
-0.47391418560101056,0.06504704979873453,1
0.48918591302744185,-0.018583638947668443,0
-0.08131598194448791,0.41031639918398183,1
0.3889443421546908,0.05343493240944859,0
-0.43449526924210213,0.44322371561079577,1
-0.5076377903877108,0.18017964502555736,1
-0.050121567564652185,-0.13293560509670013,1
0.4729919591923437,0.0157680084951662,0
0.4874779168321071,-0.021522736651035615,0
-0.19140814814499113,-0.4371197691285465,1
0.16932811942301507,0.15712971230687392,0
-0.442573631670758,-0.3461663286096597,1
-0.4960726894023077,-0.27237849177061846,1
0.35149068841362346,-0.060108024201636245,0
-0.4864510214475949,-0.2767023763882448,1
-0.12283198669174115,0.43648993801171715,1
0.4125291360790965,0.03765246289656626,0
-0.47602252838664066,0.17339960108578056,1
-0.3642449968498064,-0.47787502521295844,1
0.5494805010752133,-0.04479348260821585,0
0.5191306751331022,-0.03630154368213337,0
0.1346014137849292,0.1425111697643751,0
0.48708538384813455,0.014964203279482316,0
-0.4847391597018913,-0.21466000984138153,1
0.4275023337100239,0.015086452263452935,0
-0.5177705789444262,-0.1494826823977295,1
0.5443661311809036,-0.02608235886464159,0
-0.26077957627736037,0.47021410767433547,1
0.1841447244684054,0.06017396776258565,0
-0.4049996940463971,-0.4823218313107911,1
0.37663748050464263,0.06422803331516197,0
0.43638478792076174,0.002318879201899069,0
-0.2349578157978977,0.5022376627005981,1
-0.3063408797870436,-0.548494504488856,1
0.5342353878451818,0.0105194963145025,0
0.46780258625309257,-0.02743475752749838,0
-0.2987509660592993,0.5404176184574329,1
